"ID Channel","Link Channel","Waktu","Link video","Komentar","Like"
"@anggrayunapratama4913","https://www.youtube.com/@anggrayunapratama4913","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgyO4BgZFoQVptL0_Xp4AaABAg","Bro hampir kelepas Segelnya","17"
"@nyomanbandarayani6830","https://www.youtube.com/@nyomanbandarayani6830","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=Ugzpa9rtdszCXrPRwa14AaABAg","ini namanya hair physic. Udah ada rig. Jadi lu gerakin kepala ya rambutnya ikut gerak. Ada cloth physic juga, bedanya lu gerakin badan atau kaki ya baju atau celana ikutan gerak juga

 mereka masih pake teknik animasi 2005. Dimana dubber cuma kasi suara, ga ikutan akting. Animatornya yg membuat ekspresi. Kalo mereka pakai MAYA LiveLink yg dipake di Hollywood, ini gampang diperbaiki. Karena di MAYA LiveLink ya dubber adalah aktor, bukan jadi pengisi suara doang","155"
"@huneyhun","https://www.youtube.com/@huneyhun","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=Ugwi1n1jNmzMgKyg9Cx4AaABAg","Bang, gue setuju sama poin lu yang bilang kalau plotnya masih agak patah. Waktu nonton juga gue ngerasain hal yang sama, tiba-tiba ""hah kok fantasi..."" soalnya kirain bakal jadi slice of life aja gitu, build up nya kurang kuat buat jadi fantasi tapi ya gak papa juga, nanti kedepannya akan lebih baik. 

Dan jujur terbantu banget sama sinematografi yang mulus, terus scoring dan ostnya menyenangkan dan kesimpen di kepala, even udh keluar bioskop pun aku bisa humming the song.

Thank you reviewnya bang! Overall Jumbo is a great animation, tetep bangga ada trobosan baru biar dunia film kita gak itu itu aja. Dukung Jumbo!!!","17"
"@nezuko9978","https://www.youtube.com/@nezuko9978","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgyY5ukLWdxDDHaopTd4AaABAg","lhaah samaan bang..dl nonton d youtube. Dl berharap ni video ada full movienya","43"
"@onyetcbt563","https://www.youtube.com/@onyetcbt563","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgwAnUAdR0bCde6Z9WB4AaABAg","Lakons Studio, Menyala abangku.","8"
"@Ikaaaaaaansapusapu11","https://www.youtube.com/@Ikaaaaaaansapusapu11","2 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgxqvJ4NI-EXEce43Xd4AaABAg","Intro nya sarkas yang upload jumbo full movie di YouTube tapi isi video nya cuma trailer yang diulang ulang","2"
"@itsdel12","https://www.youtube.com/@itsdel12","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgwQQw6Vq2G4Ch5epu14AaABAg","Jumbo itu sebenernya terobosan baru yg luar biasa membanggakan buat Indonesia meskipun emang kalo diteliti secara keseluruhan, masih ada aspek yang perlu ditingkatin, mulai dari naskah sampe plot. Review Ngelantur ini udah kritis bgt dan on point. Captionnya jg keren, ""Bangga Boleh, Puas Jangan"". Yg bikin aneh itu, banyak org yg justru fokus sama element horornya yg dibilang terlalu serem sampe anak kecil ga pantes nonton, daripada fokus tentang meaning Jumbo yg penting bgt, mulai dr penerimaan atas kehilangan, menepati janji, sampe menjadi pendengar yang baik. 

At the end, Jumbo harus didukung bersama-sama untuk setidaknya sukses di pasaran supaya makin banyak sineas Indonesia yg berani buat animasi daripada horor gajelas yg viral modal thread based on true story 

Oiya, buat animasi bukan pake AI loh ya....PRIITTT","935"
"@DeniRamadhanYTchannel","https://www.youtube.com/@DeniRamadhanYTchannel","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=Ugw2b2iFE_mUvKKxFeN4AaABAg","sumpah baru tau lu introvert bang","11"
"@RaihanDwiFarhandi","https://www.youtube.com/@RaihanDwiFarhandi","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgxkugGLs2M-Uc_vvO14AaABAg","Well Played bg, aku suka liat abg mode roasting gini, teruskan bg wkwkwkwkw","2"
"@kiryu-r","https://www.youtube.com/@kiryu-r","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgzQr2WetaVTNA72M7t4AaABAg","""industri animasi indonesia akan menjadi salah satu yang ter-""
It was at this moment that he knew, he f*ked up","20"
"@user-fg8ku6hs7z","https://www.youtube.com/@user-fg8ku6hs7z","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgyIbQ8nST30WqmGP4p4AaABAg","Jujur setelah ninton film jumbo akhirnya saya bisa bernafas cukup lega karena artinya masih ada film maker Indonesia yang masih memikirkan film anak anak Indonesia. Dulu agak cukup khawatir karena banyak film Indonesia yang sampah dan hanya memikirkan pasar tetapi tidak memberikan pesan sama sekali. Tapi akhirnya adaaa film Indonesia yang dibuat untuk anak anak lagiii  senang rasanyaaa. Tapi untuk disamakan sekelas disney atau pixar jujur memang terlalu berlebihan. 

Masih banyak pr yang harus digarap dan tentu masih banyak dukungan yang dibutuhkan untuk mengembangkan hal tersebut. Sayangnya udah di jatuhkan dulu sama pemerintah sendiri","1,2 rb"
"@firzainfinix-t5j","https://www.youtube.com/@firzainfinix-t5j","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgziWvSbpgAfDbmvmn14AaABAg","ih takotnye","35"
"@Azizah-dk7vy","https://www.youtube.com/@Azizah-dk7vy","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgylR-aAqTfmyq6tKdJ4AaABAg","Absolute cinema sinematik dewa banget, cuma sebagai illustrator ada kritik di concept art arwah2 ini, menurutku bisa jauh lebih “fantasi” lagi design karakter dan setuju sih design si arwah ortunya yg di radio… could be better, sempet khawatir bakal sepi ternyata pada support, mana sempet kecewa sm pemerintah gara2 bikin animasi AI,
maju terus Animasi Indonesia! 
Makan tuh AI, rezim pepek","71"
"@amirulisad","https://www.youtube.com/@amirulisad","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgxQysUoBvL2X99SM1B4AaABAg","Barusan ada space di X bareng produser, mas Angga, dan beberapa orang di balik layar. Memang masalah utamanya di film Jumbo itu teknologinya. Masih dibangun dari awal, plugin-nya dibuat sendiri, pakai aplikasi Blender yang itu open source, intinya mereka masih belajar dari film Jumbo ini. Bahkan, masalah internet dan listrik pun juga jadi kendala, karena kata beliau-beliau ini, kreatornya tersebar di seluruh Indonesia. Lagi-lagi peran pemerintah yang  masih sangat-sangat kurang. Film Jumbo pondasi yang bagus untuk film Animasi ke depan, mungkin 10-15 tahun lagi bisa ada film yang benar-benar sekelas Disney dan Pixar. Bismillah, tapi pasti! Film animasi Indonesia bisa!","592"
"@leonardoenrico2152","https://www.youtube.com/@leonardoenrico2152","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgyzNJt1ThBwQmKy0FJ4AaABAg","real sih, gue kmren ke Malaysia liat hampir di semua stasiun MRT banyak poster Mechamato sama Boboiboy, segitu support nya mereka ama buatan lokal","320"
"@Rdedrig729","https://www.youtube.com/@Rdedrig729","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgzrGtuU0x3_Ao5irV54AaABAg","Ngakak banget scene "" dulu kita dilevel 1 "" sambil zoom muka dontol","2"
"@anggrayunapratama4913","https://www.youtube.com/@anggrayunapratama4913","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgyO4BgZFoQVptL0_Xp4AaABAg","Bro hampir kelepas Segelnya","17"
"@nyomanbandarayani6830","https://www.youtube.com/@nyomanbandarayani6830","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=Ugzpa9rtdszCXrPRwa14AaABAg","ini namanya hair physic. Udah ada rig. Jadi lu gerakin kepala ya rambutnya ikut gerak. Ada cloth physic juga, bedanya lu gerakin badan atau kaki ya baju atau celana ikutan gerak juga

 mereka masih pake teknik animasi 2005. Dimana dubber cuma kasi suara, ga ikutan akting. Animatornya yg membuat ekspresi. Kalo mereka pakai MAYA LiveLink yg dipake di Hollywood, ini gampang diperbaiki. Karena di MAYA LiveLink ya dubber adalah aktor, bukan jadi pengisi suara doang","155"
"@huneyhun","https://www.youtube.com/@huneyhun","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=Ugwi1n1jNmzMgKyg9Cx4AaABAg","Bang, gue setuju sama poin lu yang bilang kalau plotnya masih agak patah. Waktu nonton juga gue ngerasain hal yang sama, tiba-tiba ""hah kok fantasi..."" soalnya kirain bakal jadi slice of life aja gitu, build up nya kurang kuat buat jadi fantasi tapi ya gak papa juga, nanti kedepannya akan lebih baik. 

Dan jujur terbantu banget sama sinematografi yang mulus, terus scoring dan ostnya menyenangkan dan kesimpen di kepala, even udh keluar bioskop pun aku bisa humming the song.

Thank you reviewnya bang! Overall Jumbo is a great animation, tetep bangga ada trobosan baru biar dunia film kita gak itu itu aja. Dukung Jumbo!!!","17"
"@nezuko9978","https://www.youtube.com/@nezuko9978","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgyY5ukLWdxDDHaopTd4AaABAg","lhaah samaan bang..dl nonton d youtube. Dl berharap ni video ada full movienya","43"
"@onyetcbt563","https://www.youtube.com/@onyetcbt563","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgwAnUAdR0bCde6Z9WB4AaABAg","Lakons Studio, Menyala abangku.","8"
"@Ikaaaaaaansapusapu11","https://www.youtube.com/@Ikaaaaaaansapusapu11","2 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgxqvJ4NI-EXEce43Xd4AaABAg","Intro nya sarkas yang upload jumbo full movie di YouTube tapi isi video nya cuma trailer yang diulang ulang","2"
"@itsdel12","https://www.youtube.com/@itsdel12","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgwQQw6Vq2G4Ch5epu14AaABAg","Jumbo itu sebenernya terobosan baru yg luar biasa membanggakan buat Indonesia meskipun emang kalo diteliti secara keseluruhan, masih ada aspek yang perlu ditingkatin, mulai dari naskah sampe plot. Review Ngelantur ini udah kritis bgt dan on point. Captionnya jg keren, ""Bangga Boleh, Puas Jangan"". Yg bikin aneh itu, banyak org yg justru fokus sama element horornya yg dibilang terlalu serem sampe anak kecil ga pantes nonton, daripada fokus tentang meaning Jumbo yg penting bgt, mulai dr penerimaan atas kehilangan, menepati janji, sampe menjadi pendengar yang baik. 

At the end, Jumbo harus didukung bersama-sama untuk setidaknya sukses di pasaran supaya makin banyak sineas Indonesia yg berani buat animasi daripada horor gajelas yg viral modal thread based on true story 

Oiya, buat animasi bukan pake AI loh ya....PRIITTT","935"
"@DeniRamadhanYTchannel","https://www.youtube.com/@DeniRamadhanYTchannel","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=Ugw2b2iFE_mUvKKxFeN4AaABAg","sumpah baru tau lu introvert bang","11"
"@RaihanDwiFarhandi","https://www.youtube.com/@RaihanDwiFarhandi","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgxkugGLs2M-Uc_vvO14AaABAg","Well Played bg, aku suka liat abg mode roasting gini, teruskan bg wkwkwkwkw","2"
"@kiryu-r","https://www.youtube.com/@kiryu-r","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgzQr2WetaVTNA72M7t4AaABAg","""industri animasi indonesia akan menjadi salah satu yang ter-""
It was at this moment that he knew, he f*ked up","20"
"@SuddenlyBossanova","https://www.youtube.com/@SuddenlyBossanova","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgwhotDNNqjLhhKncyl4AaABAg","karena duitnya dipakai buat... (iklan google one) ...ituu..","4"
"@malikabdulfajar","https://www.youtube.com/@malikabdulfajar","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgxOkPHm1rI-1nHizdR4AaABAg","awowkok baru nemu ni channel asik bgt editing nyaa",""
"@deganteng5625","https://www.youtube.com/@deganteng5625","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgxWrJNQYCk3OdQ4jHV4AaABAg","pake blender gak tuhhh keren banget bisa memaksimalkan open source software :')","5"
"@verzmi","https://www.youtube.com/@verzmi","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgwW2nl8xmCzWuZs-Nd4AaABAg","Keluarga Somad","11"
"@defiasri4595","https://www.youtube.com/@defiasri4595","3 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgxBPfEp6RwBwH0Rw494AaABAg&pp=0gcJCSMANpG00pGi","BANGUN BANG ! JUMBO SUDAH 10 JUTA","10"
"@eeveechannel5533","https://www.youtube.com/@eeveechannel5533","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgyvxpDSRCTp_T2QUm14AaABAg","Saya dari Malaysia dan agak excited nak menonton filem ni..tapi belum rezeki dapat menonton..kalau sekilas lihat saya tahu yang filem memang banyak usaha yg telah diberikan buat filem ni berhasil ..sbb tu  terasa excited nak tngok...so korang warga Indonesia support laa dulu filem ni..kalau lepas nonton nanti korang rasa filem tidak terlalu wow..jangan jatuhkan mereka sebaliknya terus mendukung...ingat tau semua yg berjaya tu bukan berjaya dengan satu langkah dalam perjalanannya...

Animasi di Malaysia pun memerlukan perjalanan yg jauh untuk capai kejayaan mereka sekarang..so apa yg penting kita support mereka yg bekarya dan kita harap mereka juga terus berusaha untuk perbaiki dan meningkatkan lagi mutu kerja mereka untuk hasilkan karya yg lebih baik dan berkualiti️","438"
"@AdrianGc5","https://www.youtube.com/@AdrianGc5","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=Ugzn3o0AqcCeGKrVLyl4AaABAg","udah pernah bang pas SD","5"
"@4KT0b","https://www.youtube.com/@4KT0b","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgzBBe0fz3Kjc0yvT6h4AaABAg","Absolute Cinema Lokal","10"
"@Ganados7","https://www.youtube.com/@Ganados7","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgyXGi64Mg85MDBoZqB4AaABAg","Makasih ngelantur, gua yang awam tentang film jadi terbantu tentang bagaimana sih film yang bagus itu?? Di channel ini gua cukup liat thumbnail video lu. Dan itu manjurrrrr wkwkwkwk","6"
"@Bimabarnes","https://www.youtube.com/@Bimabarnes","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgwgH4fMwtSoEiecRv14AaABAg","2008 juga ngerasain kok bang","5"
"@GuluGal4","https://www.youtube.com/@GuluGal4","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=Ugys_mAvVoJh8WG2hm94AaABAg","Maju terus animasi indonesia.. 
Sya akan mncba sllu support dgn memontonya.. Cm ini yg bs sy lakukan untuk mndukung animasi indonesia..",""
"@revanella7980","https://www.youtube.com/@revanella7980","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgzwnX6zkJMlA5fLSvt4AaABAg","mantap bang saya suka dengan kritik abang- gak cuman bagusnya aja tapi yang masih kurang dijabarin, bahkan sampai kasih saran gak kayak beberapa orang yang cuman bisa ngejelekin tapi gak ngasih saran bahkan gak bener-bener ngasih tau jelasnya dimana yang gak bagus.","8"
"@muhammad_iqbalh","https://www.youtube.com/@muhammad_iqbalh","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgzWODhPjV5VkCphYmJ4AaABAg","Argumen soal POV Meri ditaruh di awal sangat setuju sih. Soalnya memang agak aneh aja transisinya buat perkenalan Meri. Tapi overall ini film animasi udah bagus banget. Urusan teknis mah masalah waktu aja, yang terpenting udah ada breakthrough film animasi Indonesia buat ke level selanjutnya. Gua pribadi kasih score solid 8/10!","227"
"@ikrmbana","https://www.youtube.com/@ikrmbana","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=Ugwr7ZD0jpqllVDv_QF4AaABAg","bang review film pengepungan di bukit duri ditunggu yeee","1"
"@Anggakintill","https://www.youtube.com/@Anggakintill","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgwcYkaAnfAtZcg-Fwl4AaABAg","setuju kalo micro ekspresi masih kurang bang, apalagi pengucapan bibir dan pelafalan vocal, yang harusnya o jadi kaya u , e jadi kaya i , kalo diliat secara detail si pasti nyadar","8"
"@Farabyraditya","https://www.youtube.com/@Farabyraditya","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=Ugxgeuy8hZZNuky8h8F4AaABAg","gua paham mengenai preferensi tersebut bang karena ya gua juga ngerti kalo dibuat seperti itu 'mungkin' akan lebih bagus. Tapi, karena ini film animasi yang fokus utama nya ada di anak-anak, pemilihan scene awal yang ngenalin Don sebagai karakter utama gua rasa itu udah paling bener. Kenapa? Karena anak-anak, kalo di awal udah dikasih 'konflik' tanpa tau konteks nya apa, mereka kemungkinan bakal bingung dan udah hah hoh duluan ke film nya. Sedangkan, film ini harus bisa dapetin fokus anak-anak yang nonton se awal mungkin. Cara penyampaian film ini gua rasa serupa dengan dongeng anak pada umum nya. Di awal dikasih pengenalan yang vibes nya indah, kemudian baru ditengah ada konflik dsb hingga resolusi di akhir. Ini pure pendapat ku loh ya, kalo pada mau diskusi aku terbuka banget hihi","304"
"@sagichan7903","https://www.youtube.com/@sagichan7903","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgwfoIHT-iJbdM3mAd94AaABAg","kesampingkan soal konten, info beli outer yg abang pakai itu beli dimana plis",""
"@novan2551","https://www.youtube.com/@novan2551","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgwC0i3124lxHRxVU2l4AaABAg&pp=0gcJCSMANpG00pGi","lu bukan generasi terakhir bg yg ngerasain bermain tanpa gadget, tapi anak kelahiran 2004 bg yg terakhir ngerasain moment itu","4"
"@megachristysiagian5996","https://www.youtube.com/@megachristysiagian5996","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgyCZS65tMWn-3jYgDB4AaABAg","Gembel emang pemerintah malah dukung pakai AI. Padahal, kalau pemerintah mendukung bisa jadi tempat untuk mempromosikan Indonesia di negara lain, kayak tetangga aja. Melalui Upin Ipin, Boboiboy dan Sersan Ali negara lain bisa kenal Malaysia. Terus, bisa menambah devisa negara. Menurut ku sih Jumbo dari kacamata lokal, ini udah kerenn luar biasa. Nonton ini waktu minggu lalu, terharu. Kerennya lagi dubber mereka. Bayangin kambing aja yang dubber Chicko Jericho, Ganindra Bimo dan Angga Dwimas Sasongko . Jadi, sangat-sangat approved untuk ditonton + direkomendasikan.","228"
"@ryandiputra493","https://www.youtube.com/@ryandiputra493","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=Ugw5dVLQ7vJhQDkvi5V4AaABAg","Gw setuju bang sama lu soal patahan plot fantasinya. Harusnya build plotnya berawal dari Meri dulu, jadi gak kerasa patah banget pas dia ceritain originnya. Kalo gitu bakal lebih perfect sih dari segi plot","8"
"@AdrianGc5","https://www.youtube.com/@AdrianGc5","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=Ugzn3o0AqcCeGKrVLyl4AaABAg","udah pernah bang pas SD","5"
"@4KT0b","https://www.youtube.com/@4KT0b","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgzBBe0fz3Kjc0yvT6h4AaABAg","Absolute Cinema Lokal","10"
"@Ganados7","https://www.youtube.com/@Ganados7","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgyXGi64Mg85MDBoZqB4AaABAg","Makasih ngelantur, gua yang awam tentang film jadi terbantu tentang bagaimana sih film yang bagus itu?? Di channel ini gua cukup liat thumbnail video lu. Dan itu manjurrrrr wkwkwkwk","6"
"@Bimabarnes","https://www.youtube.com/@Bimabarnes","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgwgH4fMwtSoEiecRv14AaABAg","2008 juga ngerasain kok bang","5"
"@GuluGal4","https://www.youtube.com/@GuluGal4","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=Ugys_mAvVoJh8WG2hm94AaABAg","Maju terus animasi indonesia.. 
Sya akan mncba sllu support dgn memontonya.. Cm ini yg bs sy lakukan untuk mndukung animasi indonesia..",""
"@revanella7980","https://www.youtube.com/@revanella7980","4 bulan yang lalu","https://www.youtube.com/watch?v=3PFYFsYH5zA&lc=UgzwnX6zkJMlA5fLSvt4AaABAg","mantap bang saya suka dengan kritik abang- gak cuman bagusnya aja tapi yang masih kurang dijabarin, bahkan sampai kasih saran gak kayak beberapa orang yang cuman bisa ngejelekin tapi gak ngasih saran bahkan gak bener-bener ngasih tau jelasnya dimana yang gak bagus.","8"
