"ID Channel","Link Channel","Waktu","Link video","Komentar","Like"
"@rosallypaliling9476","https://www.youtube.com/@rosallypaliling9476","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugyh2GbQJTMw3sqQR8V4AaABAg","Akhirnya keluar reviewnya...gw pas nonton kemarin sebenarnya kepaksa karena teman2 gw gasuka nonton animasi, padahal prefer nonton jumbo. Soalnya gw anti nonton horor indo yg boring, bikin ngantuk dan yap plot,dll jelek....tapi bener2 dengan harapan positive gw masuk dan nonton, 1 jam pertama hampir ketiduran. Jumpscare basi, dan plot yang itu2 aja padahal cinematography dan aktornya udah lumayan","474"
"@OmorixAubreyCanon","https://www.youtube.com/@OmorixAubreyCanon","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxkihMUYDmzHDSP-Kt4AaABAg","keinget short nya
 kadang mereka itu gak punya inspirasi atau biasanya gak mau ribet ambil lah cerita viral biar ada kesan horor nya lebih menakutkan, agar penonton bisa lebih tertarik","261"
"@boelxz","https://www.youtube.com/@boelxz","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxFN8bVdlzO-oOi2jl4AaABAg","kirain musiknya darth vader","1"
"@NataroKun","https://www.youtube.com/@NataroKun","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyShSnasaaIqiaxWQ94AaABAg","beliau ini makin sini makin niat bikin intro","27"
"@bellaevanglistamp9626","https://www.youtube.com/@bellaevanglistamp9626","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugw_qeja6weUwe19i3l4AaABAg","Gue subscriber baru lu bang. Tapi seminggu ini, tiap hari gue tontonin video lu dan gila sih untuk usia lu yang bisa dibilang masih muda, pemahaman lu akan film dan segala macam teknisnya, GILA!!! Ditambah lu punya skill komunikasi yang bagus, mudah dipahami, combo banget sih. Gue yakin banget, kalau lu konsisten begini, paling lama 5 tahun dari sekarang, lu akan jadi kritikus film yg sangat diperhitungkan di negeri ini. 
Semangat terus bang!","416"
"@buyuangatung4586","https://www.youtube.com/@buyuangatung4586","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwuHq0UohmaFJafedJ4AaABAg","Wkwkwkk indonesia banget kalo ngomong hal2 yang berbau seksualitas, emang ni negara sempat bikin aku mikir 2x klo ini negara emang di isi manusia atau makhluk jaman megalitikum","42"
"@gilangkurnia3524","https://www.youtube.com/@gilangkurnia3524","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugy5VYPCOKicGIjYKa14AaABAg","1 menit awal video full cinematic ini sudah sangat menjelaskan inti video","2"
"@insanproject3810","https://www.youtube.com/@insanproject3810","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxOpvFh44UjpYDJzax4AaABAg","Kutunggu riviu qodrat 2 nya bang","5"
"@nullnihboss3758","https://www.youtube.com/@nullnihboss3758","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyyqFjVK_Xi-FqLHDR4AaABAg","Next review qodrat 2 bang","39"
"@asyrafalhakim30","https://www.youtube.com/@asyrafalhakim30","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzwSopAQkAHVKt6oLx4AaABAg","Ahhhh gua lebih nunggu review film jumbo daripada pabrik anak","149"
"@maemguys5221","https://www.youtube.com/@maemguys5221","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugx4pyFvDKXMnJUW8Sd4AaABAg","nunggu abang punya thread dulu mungkin, bisa juga nanti di jadiin film",""
"@akurehan12","https://www.youtube.com/@akurehan12","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugz1bTshe4BxDHIwgaV4AaABAg","intro yang creepy ya bang","7"
"@Dailystory98","https://www.youtube.com/@Dailystory98","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxD6m8LVB5A71SBLep4AaABAg","puncak komedi di video ini wkwkwkwk","7"
"@joseagustian","https://www.youtube.com/@joseagustian","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzIvcUjcPDOT-Q3Vut4AaABAg","Nonton ini karena diajak temen, dan jumpscarenya murahan. Cuma kelabang nongol dari piring aja dikasih sound untuk bikin penonton kaget wkwk","20"
"@OmorixAubreyCanon","https://www.youtube.com/@OmorixAubreyCanon","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxkihMUYDmzHDSP-Kt4AaABAg","keinget short nya
 kadang mereka itu gak punya inspirasi atau biasanya gak mau ribet ambil lah cerita viral biar ada kesan horor nya lebih menakutkan, agar penonton bisa lebih tertarik","261"
"@boelxz","https://www.youtube.com/@boelxz","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxFN8bVdlzO-oOi2jl4AaABAg","kirain musiknya darth vader","1"
"@NataroKun","https://www.youtube.com/@NataroKun","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyShSnasaaIqiaxWQ94AaABAg","beliau ini makin sini makin niat bikin intro","27"
"@bellaevanglistamp9626","https://www.youtube.com/@bellaevanglistamp9626","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugw_qeja6weUwe19i3l4AaABAg","Gue subscriber baru lu bang. Tapi seminggu ini, tiap hari gue tontonin video lu dan gila sih untuk usia lu yang bisa dibilang masih muda, pemahaman lu akan film dan segala macam teknisnya, GILA!!! Ditambah lu punya skill komunikasi yang bagus, mudah dipahami, combo banget sih. Gue yakin banget, kalau lu konsisten begini, paling lama 5 tahun dari sekarang, lu akan jadi kritikus film yg sangat diperhitungkan di negeri ini. 
Semangat terus bang!","416"
"@buyuangatung4586","https://www.youtube.com/@buyuangatung4586","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwuHq0UohmaFJafedJ4AaABAg","Wkwkwkk indonesia banget kalo ngomong hal2 yang berbau seksualitas, emang ni negara sempat bikin aku mikir 2x klo ini negara emang di isi manusia atau makhluk jaman megalitikum","42"
"@gilangkurnia3524","https://www.youtube.com/@gilangkurnia3524","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugy5VYPCOKicGIjYKa14AaABAg","1 menit awal video full cinematic ini sudah sangat menjelaskan inti video","2"
"@insanproject3810","https://www.youtube.com/@insanproject3810","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxOpvFh44UjpYDJzax4AaABAg","Kutunggu riviu qodrat 2 nya bang","5"
"@nullnihboss3758","https://www.youtube.com/@nullnihboss3758","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyyqFjVK_Xi-FqLHDR4AaABAg","Next review qodrat 2 bang","39"
"@asyrafalhakim30","https://www.youtube.com/@asyrafalhakim30","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzwSopAQkAHVKt6oLx4AaABAg","Ahhhh gua lebih nunggu review film jumbo daripada pabrik anak","149"
"@maemguys5221","https://www.youtube.com/@maemguys5221","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugx4pyFvDKXMnJUW8Sd4AaABAg","nunggu abang punya thread dulu mungkin, bisa juga nanti di jadiin film",""
"@akurehan12","https://www.youtube.com/@akurehan12","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugz1bTshe4BxDHIwgaV4AaABAg","intro yang creepy ya bang","7"
"@Dailystory98","https://www.youtube.com/@Dailystory98","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxD6m8LVB5A71SBLep4AaABAg","puncak komedi di video ini wkwkwkwk","7"
"@joseagustian","https://www.youtube.com/@joseagustian","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzIvcUjcPDOT-Q3Vut4AaABAg","Nonton ini karena diajak temen, dan jumpscarenya murahan. Cuma kelabang nongol dari piring aja dikasih sound untuk bikin penonton kaget wkwk","20"
"@gin-san-w7v","https://www.youtube.com/@gin-san-w7v","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzYKHwTZgVNzGrk_oF4AaABAg","intro sama komedinya kocak bgt...",""
"@arzhii357","https://www.youtube.com/@arzhii357","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugy3a89QCNR3TtjWY3p4AaABAg","berarti di purwokerto ga pengaruh tuh jam kuning jam merah, siang bahkan pagi nayangin uncut","14"
"@rakapradita7100","https://www.youtube.com/@rakapradita7100","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugy4pl8NIMAeaKFbuiZ4AaABAg","cuss bahas jumbo bgg","10"
"@raxyrizky22rizky71","https://www.youtube.com/@raxyrizky22rizky71","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyArk7jC4DrirKHZu54AaABAg","ga tau sumpah ngakak aja dengernya","15"
"@toruaizawa7683","https://www.youtube.com/@toruaizawa7683","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxTFvwWMpXBqU3hPQ54AaABAg","Plot hole terbesarnya, gudang ""keramat"" bekas kebakaran, tempat puluhan setan well done+, dan tempat maharatu, malah gak dikunci rapet2 atau malah ditembok sekalian ️","106"
"@npcgamerxz1353","https://www.youtube.com/@npcgamerxz1353","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugwz1HxFNw23EKh1R_d4AaABAg","masih ada qodrat dan jumbo bang semangat","12"
"@IlhamAinur","https://www.youtube.com/@IlhamAinur","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxqFYJKifL6oY_L1K94AaABAg","letsgo bikin versi uncutnya, pabrik gula, luweh dowo luweh medeni
tambahan durasi 30 menit adegan yg diposter lama","11"
"@nitaayuni5497","https://www.youtube.com/@nitaayuni5497","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxSbHaVbl70WUHxDaR4AaABAg","bang bisa ngak review bloodbrother filem dari malaysia",""
"@nizamyaacob9622","https://www.youtube.com/@nizamyaacob9622","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwGB603qNLjuEwCJJ94AaABAg","meme baru","11"
"@muhammedmunir5745","https://www.youtube.com/@muhammedmunir5745","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgysM1Ldk-BVSKSnu_h4AaABAg","Otw nonton qodrat 2","15"
"@sandiapriliansyah5213","https://www.youtube.com/@sandiapriliansyah5213","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxcBjo2P5XBaoNRQTp4AaABAg","Selesai nonton film ini, gua ngobrol2 sama temen gua mengenai film ini ,dan yah argumen kita sama banget sama argumen lu bang Tim wkwkwk. Bahkan temen gua bilang nonton film ini tuh berasa kayak masuk ke rumah hantu, cuman kaget2an doang.","199"
"@ngakipsusilo9556","https://www.youtube.com/@ngakipsusilo9556","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwMW51maQULDSUt6Nt4AaABAg","bro, elu ngerjain semua sendiri? wardrobe, lighting, camera, efek, sampe script pun elu kerjain sendiri? ga kebayang yg pas elu dipinggir jalan kmaren, keren, oleh karena itu gw subscribe elu.",""
"@hirohiro7354","https://www.youtube.com/@hirohiro7354","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyHdp23f14KHLKXs0F4AaABAg","Anjay telingaku untuk lagi sendirian di kamar, tapi ini yg gw suka dari review bang ngelantur","5"
"@kanyaarmis","https://www.youtube.com/@kanyaarmis","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugz27_25MnXJw4uDvPJ4AaABAg","Gua lebih takut opening video ini bang daripada filmnya","134"
"@zeey001","https://www.youtube.com/@zeey001","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyoXkcv_IXJ-zau6fN4AaABAg","TATATATATA","9"
"@social1327","https://www.youtube.com/@social1327","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugxzm8i9VsUgAf0aV7Z4AaABAg","bisa jadi emang bukan penulis yang menjadi masalah, tapi atasannya seperti producer? mengingat producer punya kendali yang besar buat menentukan kemana filmnya mau di buat",""
"@alibabachannel6204","https://www.youtube.com/@alibabachannel6204","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzS93RPxpTkv9s-KFB4AaABAg","Bang coba review film jumbo biar orang"" pada tau","7"
"@ahmadmamad3848","https://www.youtube.com/@ahmadmamad3848","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwwpbUJ0hKp3wq9Adt4AaABAg","Qodrat 2 ditunggu review nya bang","9"
"@woosshhh","https://www.youtube.com/@woosshhh","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugxc3wowzoVFMpXtxux4AaABAg","sbar bang","10"
"@ardypamungkas9505","https://www.youtube.com/@ardypamungkas9505","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyvpiDcxzrgS7ceAfR4AaABAg","bang blm review ""Qodrat"" ya kyaknya? slah 1 universe baru dlam genre horor sprtinya, bnyak yg blg constantine nya indo, atau demon slayer nya indo...",""
"@hirohiro7354","https://www.youtube.com/@hirohiro7354","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyHdp23f14KHLKXs0F4AaABAg","Anjay telingaku untuk lagi sendirian di kamar, tapi ini yg gw suka dari review bang ngelantur","5"
"@kanyaarmis","https://www.youtube.com/@kanyaarmis","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugz27_25MnXJw4uDvPJ4AaABAg","Gua lebih takut opening video ini bang daripada filmnya","134"
"@zeey001","https://www.youtube.com/@zeey001","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyoXkcv_IXJ-zau6fN4AaABAg","TATATATATA","9"
"@social1327","https://www.youtube.com/@social1327","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugxzm8i9VsUgAf0aV7Z4AaABAg","bisa jadi emang bukan penulis yang menjadi masalah, tapi atasannya seperti producer? mengingat producer punya kendali yang besar buat menentukan kemana filmnya mau di buat",""
"@alibabachannel6204","https://www.youtube.com/@alibabachannel6204","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzS93RPxpTkv9s-KFB4AaABAg","Bang coba review film jumbo biar orang"" pada tau","7"
"@ahmadmamad3848","https://www.youtube.com/@ahmadmamad3848","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwwpbUJ0hKp3wq9Adt4AaABAg","Qodrat 2 ditunggu review nya bang","9"
"@woosshhh","https://www.youtube.com/@woosshhh","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugxc3wowzoVFMpXtxux4AaABAg","sbar bang","10"
"@ardypamungkas9505","https://www.youtube.com/@ardypamungkas9505","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyvpiDcxzrgS7ceAfR4AaABAg","bang blm review ""Qodrat"" ya kyaknya? slah 1 universe baru dlam genre horor sprtinya, bnyak yg blg constantine nya indo, atau demon slayer nya indo...",""
"@AlaskaMckeen","https://www.youtube.com/@AlaskaMckeen","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugz6TsdHmJMPyfdnfPN4AaABAg","mangekyou sharingan","33"
"@suryaeka8394","https://www.youtube.com/@suryaeka8394","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugx76zj13KJKrJcuWEx4AaABAg","Setuju point : kelemahan film lokal berada di narasi atau plot.

Dulu bang Jokan pernah bilang (lupa di podcast mana) yg intinya yg bikin seru ketika nonton film atau kita bahkan berasa masuk ke dalam cerita filmnya itu karena kita peduli dg karakter di film tsb. Knp muncul rasa peduli krn ada pengembangan karakter melalui plot dan narasi yg bagus.
Penonton diajak masuk ke dunia atau pov karakter di dlm film.

Inj yg jarang bgt ada di film lokal apalagi genre horor.","6"
"@alibabachannel6204","https://www.youtube.com/@alibabachannel6204","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxboEQJkQsVsDsH2eR4AaABAg","Sumpah bang ni film jelek udah dari dulu pengen gak nonton karena liat trailernya horor tapi konyol,di pertengahan sampai akhir ceritanya berantakan ceritanya & horornya biasa aja gak serem jadi bosan/ngantuk cuma terselamatkan ma komedinya,adegan dewasa & suka aja jumpscare cewe lari jadi hantu tapi itu kek pake trik film horor luar negeri apalagi kostum iblisnya dari perut sampai kaki gak rapi/gak kebentuk","24"
"@alarthur6666","https://www.youtube.com/@alarthur6666","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzqinHAHF4KdLxeBkl4AaABAg","setuju bang. ama kkn desa penari alurnya sama. pengenalan - ngewss sembarang - mati","1"
"@CahBagus-m3r","https://www.youtube.com/@CahBagus-m3r","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxAPWfMUCdz6L6kfdJ4AaABAg&pp=0gcJCSMANpG00pGi","Kasih tau yang pedes"" bro..  next biar proses kreatifnya brasa dari hati","4"
"@ErickTryadi","https://www.youtube.com/@ErickTryadi","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwJjtEuo-0QQyIwsvF4AaABAg","Udah cocok bgt tuh bang maen di pilem horror","4"
"@faizgaming2722","https://www.youtube.com/@faizgaming2722","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwFQDsfE1omXUfAyjV4AaABAg&pp=0gcJCSMANpG00pGi","lanjutt qodrat bangg","11"
"@chokirain","https://www.youtube.com/@chokirain","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugwk8IAsvX92bBPdiuh4AaABAg","berasa nonton bang winson versi kritikus film, asik banget nontonnya wkwkwkwk",""
"@repannnnnnovan","https://www.youtube.com/@repannnnnnovan","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugw6jNLv864aCwFxTmh4AaABAg","pas banget buat gua yang pengen bikin drama biar sekalian pencerahan biar plot drama w ga loss
 Narasi
 Pendalaman karakter -  WORKSHOP","33"
"@ardhybL4ckHack3r_80y","https://www.youtube.com/@ardhybL4ckHack3r_80y","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwDHkbTagFXe_zoSzh4AaABAg","Saking emosinya jadi spoiler","22"
"@rizkytarol.tobinggg7304","https://www.youtube.com/@rizkytarol.tobinggg7304","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzocbDYgUbDXfofq4d4AaABAg","Bro ini sangat ramah dalam me review film","8"
"@RusaMikir","https://www.youtube.com/@RusaMikir","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzWSk13pumKxqAm1gR4AaABAg","Bang tambahin backsound mesin ketik atau bell pintu masuk 7 eleven Jepang, tik tik tik tit tit titutit",""
"@akbarrrhw","https://www.youtube.com/@akbarrrhw","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugzw_10onXoP4BvON7l4AaABAg","Next jumbo bang","10"
"@iskandar8613","https://www.youtube.com/@iskandar8613","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwzhBgdq2ZrckUU2SV4AaABAg","temen temen jangan lupa nonton jumbo yah... bela2in aja.. keren banget. bagus.. pas buat anak2, nyentuh bgt buat emak bapak yg nemenin anaknya. keren bgt..","141"
